"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Montgomery Regional Airport"	2017	2	201	2	42.5842	222.2475	0.0891
"Appleton"	2017	2	147	4	54.1523	334.9139	0.1325
"Daytona Beach Intl"	2017	2	147	3	70.349	466	0.0537
"Yakutat"	2017	2	54	2	33.375	205.5	0.1429
"La Guardia"	2017	2	6569	50	119.6545	824.6928	0.1196
"Austin Straubel Intl"	2017	2	298	4	47.9802	260.0066	0.1518
"Adak Airport"	2017	2	8	1	153.5	1192	0.125
"Wichita Mid Continent"	2017	2	603	9	84.7289	584.5868	0.0496
"Robert Gray Aaf"	2017	2	116	3	58.9741	384.25	0.1207
"Helena Rgnl"	2017	2	110	3	79.0273	543.7818	0.0455
"Key West Intl"	2017	2	167	1	97.4611	646	0.0719
"Salt Lake City Intl"	2017	2	8308	80	101.1033	754.8874	0.1158
"Jackson Evers Intl"	2017	2	304	3	61.2632	372.6447	0.0691
"Ralph Wien Mem"	2017	2	52	2	53.4464	391.5714	0.1429
"Garden City Rgnl"	2017	2	56	1	62.6429	404	0.0536
"Sheppard Afb Wichita Falls Muni"	2017	2	81	1	26.3293	113	0.061
"Blue Grass"	2017	2	453	7	68.4295	377.7592	0.1562
"Glacier Park Intl"	2017	2	163	5	95.6463	699.1768	0.1341
"Ford Airport"	2017	2	53	3	41.6792	219.6415	0.0566
"Gulfport-Biloxi"	2017	2	173	2	60.1618	361.5723	0.0751
"San Francisco Intl"	2017	2	11472	76	136.2431	1161.8656	0.22
"Laughlin-Bullhead Intl"	2017	2	13	1	40.8462	188	0.3077
"Mbs Intl"	2017	2	191	3	36.377	169.0471	0.0785
"Peoria Regional"	2017	2	229	4	56.6509	345.6509	0.0948
"Charles M Schulz Sonoma Co"	2017	2	13	1	91.0769	699	0.1538
"Nashville Intl"	2017	2	3795	43	103.1836	707.6178	0.0902
"El Paso Intl"	2017	2	821	11	84.1628	608.0936	0.0826
"Long Island Mac Arthur"	2017	2	322	5	113.0029	774.0676	0.0824
"Metropolitan Oakland Intl"	2017	2	3469	33	92.351	691.557	0.1862
"Chicago Midway Intl"	2017	2	5741	58	107.5697	771.5631	0.0927
"Port Columbus Intl"	2017	2	1688	24	112.6618	765.915	0.0797
"Yellowstone Rgnl"	2017	2	55	1	53.2679	298	0.0536
"NW Arkansas Regional"	2017	2	376	8	94.0497	662.1414	0.089
"Valdosta Regional Airport"	2017	2	78	1	46.7436	208	0.141
"Mammoth Yosemite Airport"	2017	2	19	1	29.5714	193	0.2857
"Monterey Peninsula"	2017	2	207	3	49.1055	304.4679	0.1835
"Craven Co Rgnl"	2017	2	51	1	74.6667	433	0.1176
"Alpena County Regional Airport"	2017	2	47	2	28.5833	144.25	0.125
"Dane Co Rgnl Truax Fld"	2017	2	632	9	64.8464	410.3824	0.094
"Wrangell Airport"	2017	2	54	2	14.7857	56.5	0.0714
"La Crosse Municipal"	2017	2	51	2	36.3529	162.2941	0.1569
"Austin Bergstrom Intl"	2017	2	3359	39	117.654	861.1722	0.1024
"Abraham Lincoln Capital"	2017	2	126	2	60.4567	342.7559	0.0551
"Westchester Co"	2017	2	461	8	129.7862	938.1446	0.1283
"Roanoke Regional"	2017	2	155	2	67.5161	391.8	0.0968
"Hector International Airport"	2017	2	199	4	65.407	421.6432	0.0905
"Key Field"	2017	2	76	2	57.7895	331.7368	0.1447
"Sacramento Intl"	2017	2	2994	27	91.7871	694.4199	0.1594
"Ithaca Tompkins Rgnl"	2017	2	51	1	66.1765	353	0.1176
"Barkley Regional Airport"	2017	2	52	1	68.9231	342	0.0769
"Gallatin Field"	2017	2	330	8	95.8836	727.1493	0.0985
"Seattle Tacoma Intl"	2017	2	9002	67	152.8075	1228.6155	0.1778
"Bismarck Municipal Airport"	2017	2	111	2	65.1696	418.5	0.0714
"Gillette-Campbell County Airport"	2017	2	80	2	60.9875	346.95	0.1125
"Flagstaff Pulliam Airport"	2017	2	92	1	27.3608	119	0.0412
"Greenville-Spartanburg International"	2017	2	391	5	53.1497	287.6853	0.0787
"San Diego Intl"	2017	2	5569	47	121.7634	981.8013	0.1646
"Pensacola Rgnl"	2017	2	373	5	62.992	369.622	0.0697
"Eglin Afb"	2017	2	206	2	57.3107	320.1748	0.1068
"Long Beach"	2017	2	1191	16	83.5263	596.1741	0.1913
"Merle K Mudhole Smith"	2017	2	54	2	32.7857	186.5	0.2143
"Cherry Capital Airport"	2017	2	189	2	42.2383	217.1295	0.1399
"Pocatello Regional Airport"	2017	2	71	1	33.5352	150	0.1408
"Norman Y Mineta San Jose Intl"	2017	2	3211	28	95.5456	714.2458	0.1631
"University Park Airport"	2017	2	90	2	77.6413	434.2391	0.1087
"Waco Rgnl"	2017	2	102	1	27.5243	89	0.068
"Mahlon Sweet Fld"	2017	2	243	6	92.9342	673.2922	0.2058
"Monroe Rgnl"	2017	2	222	3	60.1171	355.6982	0.1126
"Cleveland Hopkins Intl"	2017	2	2329	27	104.7543	706.7624	0.0995
"Corpus Christi Intl"	2017	2	204	4	37.7864	205.4272	0.1553
"Alexandria Intl"	2017	2	240	3	58.2583	341.5	0.0958
"Dallas Love Fld"	2017	2	5231	51	97.9501	701.9209	0.1078
"Worcester Regional Airport"	2017	2	50	2	149	1153.2222	0.1667
"Kona Intl At Keahole"	2017	2	959	14	135.3746	1164.7877	0.1332
"Augusta Rgnl At Bush Fld"	2017	2	179	1	33.2179	143	0.1173
"Devils Lake Regional Airport"	2017	2	46	2	51.4583	314.25	0.1667
"Columbia Metropolitan"	2017	2	302	4	63.0462	358.5413	0.0759
"John Wayne Arpt Orange Co"	2017	2	2842	18	99.7615	761.8077	0.1417
"Central Nebraska Regional Airport"	2017	2	29	1	82.4138	561	0.069
"Myrtle Beach Intl"	2017	2	312	11	73.972	496.1589	0.1153
"Rick Husband Amarillo Intl"	2017	2	235	4	65.5636	434.1822	0.0551
"Hays Regional Airport"	2017	2	48	1	53.8333	298	0.0833
"Ketchikan Intl"	2017	2	156	4	59.0793	427.7805	0.0976
"Roswell Intl Air Center"	2017	2	30	2	77.4	433.1333	0.1333
"Indianapolis Intl"	2017	2	1878	25	112.5937	778.1732	0.0768
"Tyler Pounds Rgnl"	2017	2	13	1	30.3077	102	0.1538
"St George Muni"	2017	2	176	3	52.7955	327.483	0.0966
"Gainesville Rgnl"	2017	2	180	1	53.3222	300	0.15
"Sawyer International Airport"	2017	2	49	1	50.5385	349	0.1346
"Texarkana Rgnl Webb Fld"	2017	2	24	1	39.9167	181	0.0417
"Bishop International"	2017	2	364	8	68.0325	404.1057	0.0596
"Gerald R Ford Intl"	2017	2	893	13	74.5732	481.4157	0.0865
"Fayetteville Regional Grannis Field"	2017	2	126	1	60.5625	331	0.0781
"Brunswick Golden Isles Airport"	2017	2	77	1	44.7532	238	0.1039
"Greater Rochester Intl"	2017	2	499	10	81.8287	518.9823	0.0906
"San Antonio Intl"	2017	2	2213	29	98.0436	703.8268	0.1044
"Easterwood Fld"	2017	2	75	2	28.1974	102.4211	0.0526
"Lincoln"	2017	2	221	4	70.036	454.9009	0.0495
"Memphis Intl"	2017	2	1071	18	83.8776	567.5306	0.0668
"Charlottesville-Albemarle"	2017	2	196	3	81.2437	486.5025	0.1218
"Plattsburgh Intl"	2017	2	53	2	152.9821	1266.5	0.1607
"Norfolk Intl"	2017	2	661	10	85.9488	509.5452	0.0497
"Valley Intl"	2017	2	182	3	45.7097	279.3978	0.1075
"Magic Valley Regional Airport"	2017	2	121	5	43.959	243.3115	0.2377
"Mobile Rgnl"	2017	2	370	4	68.3639	404.5606	0.1078
"City Of Colorado Springs Muni"	2017	2	633	11	82.8229	573.721	0.127
"Pellston Regional Airport of Emmet County Airport"	2017	2	51	2	28.1176	191.8235	0.0735
"Harrisburg Intl"	2017	2	191	4	84.9686	507	0.0524
"Albuquerque International Sunport"	2017	2	1241	20	90.2767	645.5998	0.1115
"Central Wisconsin"	2017	2	62	2	44.1094	208.25	0.0625
"Dallas Fort Worth Intl"	2017	2	13696	109	118.8904	884.0867	0.1188
"Wilmington Intl"	2017	2	192	2	59.276	316	0.099
"Kodiak"	2017	2	34	1	40.5143	253	0.0857
"Atlantic City Intl"	2017	2	281	6	123.7431	892	0.125
"Detroit Metro Wayne Co"	2017	2	9116	104	99.8543	677.634	0.091
"Laredo Intl"	2017	2	179	2	57.3799	356.7263	0.1117
"Central Illinois Rgnl"	2017	2	103	3	65.6095	433.1714	0.0857
"Muskegon County Airport"	2017	2	51	1	29.5962	118	0.0769
"Richmond Intl"	2017	2	1140	13	83.9574	528.006	0.1082
"Hattiesburg Laurel Regional Airport"	2017	2	48	2	45.1042	232.75	0.1667
"Kansas City Intl"	2017	2	3211	37	105.7697	752.6014	0.0848
"Ronald Reagan Washington Natl"	2017	2	5575	45	116.2225	775.9276	0.0901
"Idaho Falls Rgnl"	2017	2	168	2	49.3452	292.4643	0.1131
"Tulsa Intl"	2017	2	1042	15	77.6261	500.9847	0.0537
"Southwest Georgia Regional Airport"	2017	2	77	1	35.6364	145	0.1818
"Springfield Branson Natl"	2017	2	180	3	80.5683	554.306	0.082
"John F Kennedy Intl"	2017	2	6910	56	205.2126	1492.4609	0.1766
"Friedman Mem"	2017	2	83	5	38.6	406.2815	0.1407
"Savannah Hilton Head Intl"	2017	2	437	7	70.0179	457.8767	0.13
"Ted Stevens Anchorage Intl"	2017	2	1033	20	150.2023	1217.8965	0.1216
"Birmingham Intl"	2017	2	821	12	79.0326	499.9613	0.0677
"George Bush Intercontinental"	2017	2	9857	102	113.27	839.2508	0.1106
"Yeager"	2017	2	178	3	74.2584	450.4157	0.1067
"Falls Intl"	2017	2	48	2	36.8958	198.6667	0.125
"Brownsville South Padre Island Intl"	2017	2	80	1	53.425	308	0.0375
"Greater Binghamton Edwin A Link Fld"	2017	2	51	1	68.6538	378	0.0962
"Eagle Co Rgnl"	2017	2	275	10	138.2964	1151.2857	0.1429
"Lihue"	2017	2	882	11	104.1206	889.7587	0.1522
"Melbourne Intl"	2017	2	102	1	69.7843	442	0.049
"Charlotte Douglas Intl"	2017	2	8286	62	105.621	721.9162	0.1017
"Pittsburgh Intl"	2017	2	1887	25	106.6137	715.8522	0.0812
"Nome"	2017	2	51	2	64.75	513.5714	0.1071
"Lubbock Preston Smith Intl"	2017	2	310	6	64.5177	409.1543	0.0772
"Missoula Intl"	2017	2	124	3	82.9919	596.1774	0.0806
"Cincinnati Northern Kentucky Intl"	2017	2	979	21	121.0193	809.5443	0.1068
"Panama City-NW Florida Bea."	2017	2	250	4	61.492	361.708	0.096
"Albert J Ellis"	2017	2	78	1	69.9744	399	0.0769
"William P Hobby"	2017	2	3986	45	95.6374	698.1523	0.1201
"Aspen Pitkin County Sardy Field"	2017	2	602	8	79.7771	629.1305	0.2346
"Des Moines Intl"	2017	2	637	13	97.7281	666.5078	0.0828
"South Bend Rgnl"	2017	2	349	5	54.3875	311.2963	0.0969
"Laramie Regional Airport"	2017	2	47	1	25.9792	113	0.0417
"Cedar Rapids"	2017	2	300	5	67.106	416.5762	0.0993
"Rhinelander Oneida County Airport"	2017	2	59	2	30.8714	165.4	0.0143
"Hartsfield Jackson Atlanta Intl"	2017	2	27530	157	93.5511	641.8107	0.0799
"Kalamazoo"	2017	2	191	3	36.0681	148.377	0.1047
"Rogue Valley Intl Medford"	2017	2	181	3	74.5181	517.0155	0.1503
"Huntsville International Airport-Carl T Jones Field"	2017	2	254	3	50.7638	281.4331	0.0394
"Tucson Intl"	2017	2	1338	17	103.243	760.9222	0.1496
"Southwest Florida Intl"	2017	2	3058	35	138.3928	1015.4732	0.1017
"Spokane Intl"	2017	2	814	9	82.4945	581.9988	0.1191
"Jamestown Regional Airport"	2017	2	74	2	45.7632	263.5263	0.1974
"Bellingham Intl"	2017	2	63	4	160.9706	1211.7059	0.2059
"Sarasota Bradenton Intl"	2017	2	297	7	105.72	741.02	0.0833
"Tampa Intl"	2017	2	5374	57	122.14	877.8346	0.0989
"Billings Logan International Airport"	2017	2	219	3	70.4749	480.5936	0.0822
"General Mitchell Intl"	2017	2	2304	27	107.0735	742.5754	0.0847
"Sioux Falls"	2017	2	330	4	59.7237	382.6607	0.0691
"Fairbanks Intl"	2017	2	153	2	132.1603	1076.3846	0.0897
"Brainerd Lakes Rgnl"	2017	2	48	1	27.6458	114	0.0625
"Great Falls Intl"	2017	2	111	3	84.0901	597.1261	0.0541
"Fresno Yosemite Intl"	2017	2	589	10	73.9192	506.1212	0.1481
"Durango La Plata Co"	2017	2	72	3	61.6301	375.4795	0.1233
"Lewiston Nez Perce Co"	2017	2	42	1	65.2791	461	0.0698
"Meadows Fld"	2017	2	148	3	80.3378	538.4527	0.0541
"Piedmont Triad"	2017	2	387	5	64.0428	394.6272	0.073
"Niagara Falls Intl"	2017	2	62	3	126.9688	1042.4375	0.1094
"Lovell Fld"	2017	2	388	4	50.2174	279.6803	0.1202
"Minot Intl"	2017	2	89	2	71.2111	493.7778	0.1
"Chisholm Hibbing"	2017	2	63	2	33.254	153.0476	0.1429
"Palm Springs Intl"	2017	2	963	13	107.1179	806.0264	0.1555
"Albany Intl"	2017	2	685	12	120.1321	803.348	0.1037
"Will Rogers World"	2017	2	1043	18	88.1646	600.9895	0.0679
"Theodore Francis Green State"	2017	2	852	14	111.2205	755.8049	0.0981
"Asheville Regional Airport"	2017	2	195	3	54.1429	298.0765	0.1224
"Denver Intl"	2017	2	15433	118	116.1873	896.4986	0.1512
"Sloulin Fld Intl"	2017	2	56	2	76	547.6071	0.0714
"Lambert St Louis Intl"	2017	2	4152	47	105.6808	744.1997	0.0927
"Kahului"	2017	2	1819	18	141.0164	1219.0729	0.1567
"Rock Springs Sweetwater County Airport"	2017	2	51	1	42.6346	260	0.0385
"Houghton County Memorial Airport"	2017	2	53	1	58.6607	360	0.1071
"Tri-Cities Regional Airport"	2017	2	149	1	42.2533	227	0.1133
"Southwest Oregon Regional Airport"	2017	2	11	1	48.3125	412	0.25
"Abilene Rgnl"	2017	2	13	1	33.6154	158	0.0769
"James M Cox Dayton Intl"	2017	2	363	8	68.5219	394.7568	0.0519
"Baton Rouge Metro Ryan Fld"	2017	2	463	4	62.2468	380.5258	0.1245
"Cedar City Rgnl"	2017	2	48	1	39.2917	221	0.0417
"Reno Tahoe Intl"	2017	2	1044	14	73.5088	529.1423	0.1535
"Columbus Metropolitan Airport"	2017	2	83	1	25.0964	83	0.1566
"Santa Fe Muni"	2017	2	107	2	71.2315	504.0741	0.1111
"Tallahassee Rgnl"	2017	2	162	1	43.0675	223	0.0552
"Bethel"	2017	2	72	1	53.7368	399	0.0263
"General Edward Lawrence Logan Intl"	2017	2	8250	55	142.6467	1005.3515	0.1648
"Shreveport Rgnl"	2017	2	422	4	60.1274	357.3491	0.1061
"Evansville Regional"	2017	2	217	3	58.4908	328.711	0.0505
"Bradley Intl"	2017	2	1492	21	128.0531	885.8828	0.1012
"Grand Junction Regional"	2017	2	160	4	54.55	300.4688	0.0375
"Fort Wayne"	2017	2	403	5	51.674	284.9485	0.098
"Lehigh Valley Intl"	2017	2	120	3	93.2656	601.0469	0.0703
"Mc Ghee Tyson"	2017	2	479	6	76.2907	465.2639	0.1113
"Phoenix Sky Harbor Intl"	2017	2	11826	87	122.4796	971.5668	0.1045
"Newport News Williamsburg Intl"	2017	2	78	1	85.4744	508	0.0513
"Louisville International Airport"	2017	2	687	14	86.4472	557.5456	0.0839
"Minneapolis St Paul Intl"	2017	2	8913	106	114.1409	824.6015	0.0806
"Chippewa Valley Regional Airport"	2017	2	52	1	46	269	0.0962
"Palm Beach Intl"	2017	2	2226	20	126.8283	932.9746	0.1502
"Duluth Intl"	2017	2	150	2	51.9934	284.7417	0.0464
"Roberts Fld"	2017	1	205	5	76.2075	627.5477	0.249
"Hilo Intl"	2017	1	492	3	44.6057	290.2622	0.0549
"Trenton Mercer"	2017	1	179	9	123.1872	844.4385	0.1872
"Raleigh Durham Intl"	2017	1	2582	32	96.2903	645.9419	0.1575
"San Angelo Rgnl Mathis Fld"	2017	1	28	1	35.4839	229	0.2903
"Jackson Hole Airport"	2017	1	331	12	94.6012	710.4516	0.3226
"Rapid City Regional Airport"	2017	1	154	4	74.4351	488.8636	0.1494
"Bemidji Regional Airport"	2017	1	62	1	38.8065	199	0.1129
"Eppley Afld"	2017	1	1512	21	101.0443	726.3663	0.1324
"Bob Hope"	2017	1	1898	12	68.564	462.0574	0.2104
"Golden Triangle Regional Airport"	2017	1	77	1	41.8537	241	0.1707
"Fort Lauderdale Hollywood Intl"	2017	1	7675	61	138.112	1057.71	0.1924
"Gunnison - Crested Butte"	2017	1	37	2	79.5238	692.8571	0.2143
"San Luis County Regional Airport"	2017	1	263	3	43.4593	243.5407	0.2519
"Stewart Intl"	2017	1	59	2	148.5	1053.5	0.1129
"Lawton-Fort Sill Regional Airport"	2017	1	27	1	26.2581	140	0.2581
"Mc Allen Miller Intl"	2017	1	154	2	59.0064	380.7308	0.109
"Petersburg James A. Johnson"	2017	1	61	2	19.9194	77	0.0806
"Charleston Afb Intl"	2017	1	941	15	83.1703	549.2362	0.139
"Natrona Co Intl"	2017	1	68	2	59.9853	310.7353	0.1471
"Elko Regional Airport"	2017	1	49	1	33.9434	200	0.283
"Los Angeles Intl"	2017	1	17048	79	153.374	1273.0965	0.2351
"Miami Intl"	2017	1	5890	37	154.7418	1135.9544	0.1819
"Chicago Ohare Intl"	2017	1	18462	138	112.3041	802.1727	0.2075
"Portland Intl"	2017	1	4384	46	128.3999	1045.0089	0.1817
"Yuma Mcas Yuma Intl"	2017	1	119	1	31.3417	160	0.0917
"Ontario Intl"	2017	1	1653	14	75.2367	525.1319	0.1914
"Montgomery Regional Airport"	2017	1	177	1	30.0543	147	0.1685
"Appleton"	2017	1	199	4	53.3615	319.6056	0.1784
"Daytona Beach Intl"	2017	1	150	2	71.2384	473.7815	0.0993
"Yakutat"	2017	1	55	2	28.05	205.5	0.0333
"La Guardia"	2017	1	7176	47	123.4339	832.6552	0.1748
"Austin Straubel Intl"	2017	1	279	4	46.8257	271.7566	0.25
"Adak Airport"	2017	1	9	1	153.8889	1192	0.2222
"Wichita Mid Continent"	2017	1	647	9	84.843	592.5808	0.122
"Robert Gray Aaf"	2017	1	99	3	64.97	445.32	0.15
"Helena Rgnl"	2017	1	113	3	78.9825	552.8246	0.1228
"Key West Intl"	2017	1	181	1	94.6578	646	0.1337
"Salt Lake City Intl"	2017	1	9007	80	99.9927	750.9166	0.2242
"Jackson Evers Intl"	2017	1	335	4	57.8315	373.2584	0.132
"Ralph Wien Mem"	2017	1	56	2	55.0328	398.4098	0.1967
"Garden City Rgnl"	2017	1	58	1	58	404	0.1129
"Sheppard Afb Wichita Falls Muni"	2017	1	85	1	26.5795	113	0.1477
"Blue Grass"	2017	1	478	7	68.8144	380.1567	0.1979
"Glacier Park Intl"	2017	1	175	6	95.4237	688.6497	0.1638
"Ford Airport"	2017	1	51	2	34.6316	170.3333	0.0526
"Gulfport-Biloxi"	2017	1	188	3	59.3077	371.7744	0.1897
"San Francisco Intl"	2017	1	12768	77	137.4059	1162.546	0.2458
"Mbs Intl"	2017	1	163	2	33.5876	158.9492	0.1808
"Peoria Regional"	2017	1	227	4	55.5146	348.5146	0.1423
"Nashville Intl"	2017	1	4184	43	102.8273	701.3808	0.1609
"El Paso Intl"	2017	1	923	11	82.7091	604.6703	0.1573
"Long Island Mac Arthur"	2017	1	370	5	116.6508	761.9762	0.1111
"Metropolitan Oakland Intl"	2017	1	3898	32	91.7084	691.4698	0.2293
"Chicago Midway Intl"	2017	1	6404	59	106.2537	775.6678	0.15
"Port Columbus Intl"	2017	1	1856	24	112.52	759.1352	0.1559
"Yellowstone Rgnl"	2017	1	59	1	53.8525	298	0.1639
"NW Arkansas Regional"	2017	1	407	8	91.964	645.5995	0.1703
"Valdosta Regional Airport"	2017	1	83	1	45	208	0.1264
"Mammoth Yosemite Airport"	2017	1	15	1	20.4516	193	0.129
"Monterey Peninsula"	2017	1	243	3	51.3589	315.5081	0.2056
"Collin County Regional Airport at Mc Kinney"	2017	1	1	1	0	2429	0
"Craven Co Rgnl"	2017	1	53	1	73.5714	433	0.1429
"Alpena County Regional Airport"	2017	1	44	2	28.8077	145.9038	0.1346
"Dane Co Rgnl Truax Fld"	2017	1	611	8	66.7952	423.1008	0.2032
"Wrangell Airport"	2017	1	60	2	15.7742	56.5	0.0806
"La Crosse Municipal"	2017	1	10	1	27.3636	119	0
"Austin Bergstrom Intl"	2017	1	3703	41	116.696	855.3184	0.1573
"Abraham Lincoln Capital"	2017	1	137	2	60.9	343.3714	0.2286
"Westchester Co"	2017	1	509	7	134.2917	942.5417	0.1705
"Roanoke Regional"	2017	1	175	2	69.0994	406.989	0.1934
"Hector International Airport"	2017	1	201	5	66.5369	422.8621	0.1576
"Key Field"	2017	1	81	2	58.3929	331.4762	0.1548
"Sacramento Intl"	2017	1	3292	28	91.5116	694.8822	0.2005
"Ithaca Tompkins Rgnl"	2017	1	57	1	65.1724	353	0.1897
"Barkley Regional Airport"	2017	1	50	1	61	342	0.069
"East Texas Rgnl"	2017	1	6	1	26.375	140	0.5
"Gallatin Field"	2017	1	344	9	94.7335	710.8854	0.1977
"Seattle Tacoma Intl"	2017	1	10024	69	155.779	1245.633	0.1676
"Bismarck Municipal Airport"	2017	1	108	2	67.6481	426.9259	0.2037
"Gillette-Campbell County Airport"	2017	1	87	2	57.9101	346.7865	0.191
"Flagstaff Pulliam Airport"	2017	1	80	1	24.7527	119	0.1075
"Greenville-Spartanburg International"	2017	1	440	5	55.3628	303.9602	0.1482
"San Diego Intl"	2017	1	6189	47	122.3705	983.5449	0.1897
"Pensacola Rgnl"	2017	1	428	6	63.7627	378.9424	0.1198
"Eglin Afb"	2017	1	248	3	61.7835	352.1693	0.1535
"Long Beach"	2017	1	1293	12	81.1857	560.5398	0.2214
"Merle K Mudhole Smith"	2017	1	53	2	30.8167	186.5	0
"Cherry Capital Airport"	2017	1	199	3	42.7019	216.9952	0.2067
"Pocatello Regional Airport"	2017	1	76	2	33.2	151.7	0.225
"Norman Y Mineta San Jose Intl"	2017	1	3584	27	95.7922	716.9077	0.1867
"University Park Airport"	2017	1	76	3	74.0116	460.3837	0.2442
"Waco Rgnl"	2017	1	98	1	24.9615	89	0.1538
"Mahlon Sweet Fld"	2017	1	253	4	87.9179	673.1754	0.2127
"Monroe Rgnl"	2017	1	246	3	58.7698	354.754	0.1746
"Cleveland Hopkins Intl"	2017	1	2561	28	105.3745	708.8777	0.1702
"Corpus Christi Intl"	2017	1	197	3	38.6181	210.593	0.0905
"Alexandria Intl"	2017	1	246	3	54.9767	340.6202	0.1512
"Dallas Love Fld"	2017	1	5772	51	96.8093	700.0712	0.1894
"Worcester Regional Airport"	2017	1	58	2	148.7419	1151	0.129
"Kona Intl At Keahole"	2017	1	1024	14	134.861	1140.0525	0.105
"Augusta Rgnl At Bush Fld"	2017	1	187	1	32.9897	143	0.1959
"Devils Lake Regional Airport"	2017	1	50	2	49.7925	313.3774	0.1698
"Columbia Metropolitan"	2017	1	321	4	63.3926	357.7669	0.1871
"John Wayne Arpt Orange Co"	2017	1	3310	22	101.4318	767.3899	0.178
"Central Nebraska Regional Airport"	2017	1	53	1	75.5345	561	0.1897
"Myrtle Beach Intl"	2017	1	249	5	66.947	466.5985	0.1402
"Rick Husband Amarillo Intl"	2017	1	243	4	64.9032	436.5887	0.1048
"Hays Regional Airport"	2017	1	47	1	48.5472	298	0.0943
"Ketchikan Intl"	2017	1	176	4	62.5055	427.3242	0.1429
"Roswell Intl Air Center"	2017	1	34	2	82.3235	433.1765	0.0588
"Indianapolis Intl"	2017	1	2052	26	113.7879	785.0082	0.142
"Tyler Pounds Rgnl"	2017	1	6	1	20.625	102	0.125
"St George Muni"	2017	1	182	3	51.1694	314.4863	0.1366
"Gainesville Rgnl"	2017	1	184	1	51.8677	300	0.1746
"Sawyer International Airport"	2017	1	53	1	52.4138	349	0.1379
"Texarkana Rgnl Webb Fld"	2017	1	48	1	38.9412	181	0.1569
"Bishop International"	2017	1	360	8	69.4626	414.8743	0.1417
"Gerald R Ford Intl"	2017	1	876	13	77.4928	507.4629	0.175
"Fayetteville Regional Grannis Field"	2017	1	132	1	59.45	331	0.1357
"Brunswick Golden Isles Airport"	2017	1	79	1	43.0482	238	0.2048
"Greater Rochester Intl"	2017	1	592	9	78.9636	492.6281	0.1455
"San Antonio Intl"	2017	1	2489	29	97.1272	698.3515	0.1678
"Easterwood Fld"	2017	1	107	2	29.6944	117.3333	0.1759
"Lincoln"	2017	1	250	4	69.707	453.6953	0.125
"Memphis Intl"	2017	1	1135	19	83.1542	570.6581	0.1352
"Charlottesville-Albemarle"	2017	1	207	3	79.6776	489.4533	0.2056
"Plattsburgh Intl"	2017	1	58	2	160.2742	1266.5	0.1613
"Norfolk Intl"	2017	1	705	11	84.8027	521.35	0.127
"Valley Intl"	2017	1	183	3	45.6033	277.5978	0.1304
"Magic Valley Regional Airport"	2017	1	124	6	43.264	231.904	0.32
"Mobile Rgnl"	2017	1	423	4	69.5081	415.7044	0.1316
"City Of Colorado Springs Muni"	2017	1	727	11	81.4374	568.2019	0.1857
"Pellston Regional Airport of Emmet County Airport"	2017	1	52	2	27.9459	191.2703	0.1216
"Harrisburg Intl"	2017	1	176	4	85.8087	533.6503	0.1639
"Albuquerque International Sunport"	2017	1	1382	22	90.0452	647.6394	0.1728
"Central Wisconsin"	2017	1	55	1	42.8197	213	0.1311
"Dallas Fort Worth Intl"	2017	1	15067	116	117.3556	880.7493	0.1902
"Wilmington Intl"	2017	1	200	2	58.8341	306.7561	0.122
"Kodiak"	2017	1	40	1	39.0476	253	0.1429
"Atlantic City Intl"	2017	1	324	6	121.088	893.3636	0.1466
"Detroit Metro Wayne Co"	2017	1	9512	98	100.8671	687.3548	0.1761
"Southeast Texas Rgnl"	2017	1	4	1	29.1429	270	0.2857
"Laredo Intl"	2017	1	187	2	55.6842	355.5	0.1053
"Central Illinois Rgnl"	2017	1	108	3	66.8393	451.4821	0.2143
"Muskegon County Airport"	2017	1	44	1	23	118	0.0862
"Richmond Intl"	2017	1	1251	13	86.0094	538.4516	0.2109
"Hattiesburg Laurel Regional Airport"	2017	1	52	2	44.5094	232.1321	0.1321
"Kansas City Intl"	2017	1	3451	38	104.4761	764.2442	0.149
"Ronald Reagan Washington Natl"	2017	1	5999	45	118.3437	786.2686	0.1408
"Idaho Falls Rgnl"	2017	1	175	2	48.4022	286.0447	0.1955
"Tulsa Intl"	2017	1	1140	15	76.7377	497.2727	0.1177
"Southwest Georgia Regional Airport"	2017	1	81	1	35.4146	145	0.1585
"Springfield Branson Natl"	2017	1	217	3	81.1636	550.6091	0.1864
"John F Kennedy Intl"	2017	1	7640	56	208.4821	1507.5765	0.2035
"Friedman Mem"	2017	1	82	5	37.8456	419.9632	0.1176
"Savannah Hilton Head Intl"	2017	1	449	7	69.141	454.6855	0.1475
"Ted Stevens Anchorage Intl"	2017	1	1204	22	155.0482	1247.7858	0.1406
"Birmingham Intl"	2017	1	892	13	78.659	502.8805	0.148
"George Bush Intercontinental"	2017	1	10711	104	113.3364	844.7359	0.1572
"Yeager"	2017	1	180	3	73.2	458.3368	0.2158
"Falls Intl"	2017	1	51	2	31.3208	156.1509	0.0755
"Brownsville South Padre Island Intl"	2017	1	106	2	54.8774	321.1321	0.0755
"Greater Binghamton Edwin A Link Fld"	2017	1	54	1	66.1897	378	0.1207
"Eagle Co Rgnl"	2017	1	286	11	125.3856	1134.5862	0.232
"Lihue"	2017	1	959	11	110.5895	942.5067	0.0848
"Melbourne Intl"	2017	1	114	1	69.3333	442	0.1404
"Charlotte Douglas Intl"	2017	1	8871	61	105.3199	725.7067	0.137
